subjectID,assigned_condition,block_nr,trial_nr,grid,selected_choice,reward
kItuL1Hm,1,19,0,18,221,45
AqqqOGhf,3,0,0,16,149,45
AqqqOGhf,3,1,0,1,89,35
AqqqOGhf,3,2,0,15,224,70
AqqqOGhf,3,3,0,17,179,42
AqqqOGhf,3,4,0,0,149,71
AqqqOGhf,3,5,0,7,224,20
AqqqOGhf,3,6,0,14,89,52
AqqqOGhf,3,7,0,8,177,10
AqqqOGhf,3,8,0,9,224,55
AqqqOGhf,3,9,0,13,221,40
AqqqOGhf,3,10,0,6,179,40
AqqqOGhf,3,11,0,5,218,35
AqqqOGhf,3,12,0,10,224,50
AqqqOGhf,3,13,0,11,149,40
AqqqOGhf,3,14,0,12,179,50
AqqqOGhf,3,15,0,3,73,10
AqqqOGhf,3,16,0,4,120,80
AqqqOGhf,3,17,0,2,219,85
AqqqOGhf,3,18,0,19,89,35
AqqqOGhf,3,19,0,18,221,50
7lOMNkri,3,0,0,8,177,17
7lOMNkri,3,1,0,14,89,35
7lOMNkri,3,2,0,9,224,42
7lOMNkri,3,3,0,13,221,25
7lOMNkri,3,4,0,7,224,20
7lOMNkri,3,5,0,17,179,20
7lOMNkri,3,6,0,15,224,25
7lOMNkri,3,7,0,16,149,30
7lOMNkri,3,8,0,1,89,20
7lOMNkri,3,9,0,0,149,40
7lOMNkri,3,10,0,19,89,40
7lOMNkri,3,11,0,2,219,60
7lOMNkri,3,12,0,18,221,15
7lOMNkri,3,13,0,3,73,8
7lOMNkri,3,14,0,4,120,45
7lOMNkri,3,15,0,10,224,15
7lOMNkri,3,16,0,5,218,15
7lOMNkri,3,17,0,11,149,35
7lOMNkri,3,18,0,6,179,20
7lOMNkri,3,19,0,12,179,20
ev8w6EgH,3,0,0,4,120,40
ev8w6EgH,3,1,0,2,219,66
ev8w6EgH,3,2,0,18,221,30
ev8w6EgH,3,3,0,19,89,55
ev8w6EgH,3,4,0,3,73,12
ev8w6EgH,3,5,0,17,179,40
ev8w6EgH,3,6,0,16,149,30
ev8w6EgH,3,7,0,0,149,55
ev8w6EgH,3,8,0,15,224,40
ev8w6EgH,3,9,0,1,89,23
ev8w6EgH,3,10,0,8,177,3
ev8w6EgH,3,11,0,9,224,40
ev8w6EgH,3,12,0,14,89,44
ev8w6EgH,3,13,0,7,224,40
ev8w6EgH,3,14,0,13,221,12
ev8w6EgH,3,15,0,11,149,33
ev8w6EgH,3,16,0,6,179,11
ev8w6EgH,3,17,0,10,224,30
ev8w6EgH,3,18,0,12,179,20
ev8w6EgH,3,19,0,5,218,22
yYC53qQ1,2,0,0,5,218,50
yYC53qQ1,2,1,0,11,149,60
yYC53qQ1,2,2,0,10,224,40
yYC53qQ1,2,3,0,6,179,65
yYC53qQ1,2,4,0,12,179,45
yYC53qQ1,2,5,0,4,120,75
yYC53qQ1,2,6,0,3,73,25
yYC53qQ1,2,7,0,18,221,40
yYC53qQ1,2,8,0,19,89,66
yYC53qQ1,2,9,0,2,219,80
yYC53qQ1,2,10,0,15,224,50
yYC53qQ1,2,11,0,1,89,60
yYC53qQ1,2,12,0,16,149,45
yYC53qQ1,2,13,0,17,179,62
yYC53qQ1,2,14,0,0,149,71
yYC53qQ1,2,15,0,7,224,85
yYC53qQ1,2,16,0,13,221,40
yYC53qQ1,2,17,0,14,89,80
yYC53qQ1,2,18,0,8,177,10
yYC53qQ1,2,19,0,9,224,60
KzSbGaza,1,0,0,5,218,17
KzSbGaza,1,1,0,10,224,56
KzSbGaza,1,2,0,11,149,43
KzSbGaza,1,3,0,12,179,32
KzSbGaza,1,4,0,6,179,19
KzSbGaza,1,5,0,4,120,34
KzSbGaza,1,6,0,19,89,14
KzSbGaza,1,7,0,3,73,11
KzSbGaza,1,8,0,18,221,1
KzSbGaza,1,9,0,2,219,21
KzSbGaza,1,10,0,15,224,12
KzSbGaza,1,11,0,16,149,23
KzSbGaza,1,12,0,1,89,5
KzSbGaza,1,13,0,17,179,14
KzSbGaza,1,14,0,0,149,54
KzSbGaza,1,15,0,8,177,5
KzSbGaza,1,16,0,9,224,32
KzSbGaza,1,17,0,13,221,21
KzSbGaza,1,18,0,7,224,21
KzSbGaza,1,19,0,14,89,15
65niyo6P,0,0,0,13,221,55
65niyo6P,0,1,0,7,224,20
65niyo6P,0,2,0,9,224,50
65niyo6P,0,3,0,8,177,55
65niyo6P,0,4,0,14,89,44
65niyo6P,0,5,0,10,224,50
65niyo6P,0,6,0,12,179,30
65niyo6P,0,7,0,5,218,54
65niyo6P,0,8,0,11,149,65
65niyo6P,0,9,0,6,179,8
65niyo6P,0,10,0,4,120,70
65niyo6P,0,11,0,3,73,25
65niyo6P,0,12,0,19,89,40
65niyo6P,0,13,0,18,221,40
65niyo6P,0,14,0,2,219,70
65niyo6P,0,15,0,17,179,5
65niyo6P,0,16,0,16,149,50
65niyo6P,0,17,0,1,89,60
65niyo6P,0,18,0,15,224,50
65niyo6P,0,19,0,0,149,55
f0SVCK3v,3,0,0,2,219,60
f0SVCK3v,3,1,0,19,89,40
f0SVCK3v,3,2,0,3,73,14
f0SVCK3v,3,3,0,18,221,65
f0SVCK3v,3,4,0,4,120,55
f0SVCK3v,3,5,0,17,179,30
f0SVCK3v,3,6,0,1,89,80
f0SVCK3v,3,7,0,0,149,74
f0SVCK3v,3,8,0,15,224,60
f0SVCK3v,3,9,0,16,149,45
f0SVCK3v,3,10,0,14,89,60
f0SVCK3v,3,11,0,9,224,80
f0SVCK3v,3,12,0,13,221,40
f0SVCK3v,3,13,0,7,224,30
f0SVCK3v,3,14,0,8,177,10
f0SVCK3v,3,15,0,12,179,20
f0SVCK3v,3,16,0,5,218,56
f0SVCK3v,3,17,0,10,224,44
f0SVCK3v,3,18,0,6,179,38
f0SVCK3v,3,19,0,11,149,78
3lBCAuYe,0,0,0,11,149,16
3lBCAuYe,0,1,0,5,218,10
3lBCAuYe,0,2,0,6,179,50
3lBCAuYe,0,3,0,12,179,25
3lBCAuYe,0,4,0,10,224,30
3lBCAuYe,0,5,0,2,219,65
3lBCAuYe,0,6,0,18,221,56
3lBCAuYe,0,7,0,4,120,30
3lBCAuYe,0,8,0,3,73,25
3lBCAuYe,0,9,0,19,89,40
3lBCAuYe,0,10,0,15,224,30
3lBCAuYe,0,11,0,17,179,50
3lBCAuYe,0,12,0,16,149,35
3lBCAuYe,0,13,0,0,149,60
3lBCAuYe,0,14,0,1,89,30
3lBCAuYe,0,15,0,13,221,45
3lBCAuYe,0,16,0,9,224,35
3lBCAuYe,0,17,0,7,224,50
3lBCAuYe,0,18,0,14,89,50
3lBCAuYe,0,19,0,8,177,16
pkz0jFOg,2,0,0,16,149,70
pkz0jFOg,2,1,0,0,149,70
pkz0jFOg,2,2,0,17,179,34
pkz0jFOg,2,3,0,1,89,67
pkz0jFOg,2,4,0,15,224,76
pkz0jFOg,2,5,0,7,224,34
pkz0jFOg,2,6,0,14,89,20
pkz0jFOg,2,7,0,9,224,68
pkz0jFOg,2,8,0,13,221,32
pkz0jFOg,2,9,0,8,177,7
pkz0jFOg,2,10,0,6,179,56
pkz0jFOg,2,11,0,11,149,67
pkz0jFOg,2,12,0,5,218,5
pkz0jFOg,2,13,0,12,179,40
pkz0jFOg,2,14,0,10,224,50
pkz0jFOg,2,15,0,18,221,39
pkz0jFOg,2,16,0,2,219,79
pkz0jFOg,2,17,0,19,89,69
pkz0jFOg,2,18,0,4,120,70
pkz0jFOg,2,19,0,3,73,3
vF58zivx,1,0,0,8,177,18
vF58zivx,1,1,0,7,224,20
vF58zivx,1,2,0,13,221,56
vF58zivx,1,3,0,14,89,45
vF58zivx,1,4,0,9,224,70
vF58zivx,1,5,0,12,179,5
vF58zivx,1,6,0,6,179,45
vF58zivx,1,7,0,5,218,60
vF58zivx,1,8,0,10,224,66
vF58zivx,1,9,0,11,149,20
vF58zivx,1,10,0,4,120,40
vF58zivx,1,11,0,3,73,18
vF58zivx,1,12,0,2,219,65
vF58zivx,1,13,0,19,89,48
vF58zivx,1,14,0,18,221,65
vF58zivx,1,15,0,0,149,50
vF58zivx,1,16,0,15,224,60
vF58zivx,1,17,0,16,149,20
vF58zivx,1,18,0,17,179,45
vF58zivx,1,19,0,1,89,77
f8rzb25V,2,0,0,8,177,43
f8rzb25V,2,1,0,9,224,0
f8rzb25V,2,2,0,7,224,23
f8rzb25V,2,3,0,14,89,45
f8rzb25V,2,4,0,13,221,33
f8rzb25V,2,5,0,0,149,55
f8rzb25V,2,6,0,15,224,17
f8rzb25V,2,7,0,1,89,23
f8rzb25V,2,8,0,17,179,43
f8rzb25V,2,9,0,16,149,43
f8rzb25V,2,10,0,2,219,15
f8rzb25V,2,11,0,3,73,70
f8rzb25V,2,12,0,18,221,15
f8rzb25V,2,13,0,4,120,23
f8rzb25V,2,14,0,19,89,70
f8rzb25V,2,15,0,6,179,43
f8rzb25V,2,16,0,11,149,43
f8rzb25V,2,17,0,5,218,17
f8rzb25V,2,18,0,10,224,23
f8rzb25V,2,19,0,12,179,43
x96QHwqj,3,0,0,16,149,72
x96QHwqj,3,1,0,0,149,55
x96QHwqj,3,2,0,1,89,2
x96QHwqj,3,3,0,17,179,25
x96QHwqj,3,4,0,15,224,5
x96QHwqj,3,5,0,13,221,5
x96QHwqj,3,6,0,8,177,0
x96QHwqj,3,7,0,9,224,82
x96QHwqj,3,8,0,14,89,45
x96QHwqj,3,9,0,7,224,50
x96QHwqj,3,10,0,6,179,20
x96QHwqj,3,11,0,5,218,20
x96QHwqj,3,12,0,10,224,5
x96QHwqj,3,13,0,11,149,70
x96QHwqj,3,14,0,12,179,15
x96QHwqj,3,15,0,18,221,5
x96QHwqj,3,16,0,4,120,80
x96QHwqj,3,17,0,19,89,45
x96QHwqj,3,18,0,3,73,0
x96QHwqj,3,19,0,2,219,65
Q4VuNvby,0,0,0,16,149,18
Q4VuNvby,0,1,0,1,89,31
Q4VuNvby,0,2,0,0,149,16
Q4VuNvby,0,3,0,17,179,29
Q4VuNvby,0,4,0,15,224,21
Q4VuNvby,0,5,0,2,219,18
Q4VuNvby,0,6,0,3,73,44
Q4VuNvby,0,7,0,18,221,18
Q4VuNvby,0,8,0,4,120,45
Q4VuNvby,0,9,0,19,89,41
Q4VuNvby,0,10,0,5,218,15
Q4VuNvby,0,11,0,12,179,22
Q4VuNvby,0,12,0,11,149,20
Q4VuNvby,0,13,0,10,224,11
Q4VuNvby,0,14,0,6,179,33
Q4VuNvby,0,15,0,13,221,11
Q4VuNvby,0,16,0,9,224,22
Q4VuNvby,0,17,0,8,177,1
Q4VuNvby,0,18,0,14,89,60
Q4VuNvby,0,19,0,7,224,23
YOq1kBVt,3,0,0,14,89,18
YOq1kBVt,3,1,0,8,177,10
YOq1kBVt,3,2,0,13,221,15
YOq1kBVt,3,3,0,7,224,14
YOq1kBVt,3,4,0,9,224,12
YOq1kBVt,3,5,0,17,179,12
YOq1kBVt,3,6,0,1,89,12
YOq1kBVt,3,7,0,15,224,20
YOq1kBVt,3,8,0,0,149,10
YOq1kBVt,3,9,0,16,149,10
YOq1kBVt,3,10,0,4,120,4
YOq1kBVt,3,11,0,2,219,3
YOq1kBVt,3,12,0,19,89,20
YOq1kBVt,3,13,0,3,73,20
YOq1kBVt,3,14,0,18,221,12
YOq1kBVt,3,15,0,6,179,30
YOq1kBVt,3,16,0,10,224,12
YOq1kBVt,3,17,0,5,218,20
YOq1kBVt,3,18,0,11,149,20
YOq1kBVt,3,19,0,12,179,12
qGQbseYJ,0,0,0,1,89,30
qGQbseYJ,0,1,0,17,179,40
qGQbseYJ,0,2,0,0,149,54
qGQbseYJ,0,3,0,16,149,36
qGQbseYJ,0,4,0,15,224,40
qGQbseYJ,0,5,0,19,89,50
qGQbseYJ,0,6,0,3,73,15
qGQbseYJ,0,7,0,2,219,80
qGQbseYJ,0,8,0,4,120,60
qGQbseYJ,0,9,0,18,221,40
qGQbseYJ,0,10,0,10,224,60
qGQbseYJ,0,11,0,6,179,30
qGQbseYJ,0,12,0,12,179,50
qGQbseYJ,0,13,0,5,218,45
qGQbseYJ,0,14,0,11,149,64
qGQbseYJ,0,15,0,14,89,60
qGQbseYJ,0,16,0,7,224,30
qGQbseYJ,0,17,0,9,224,58
qGQbseYJ,0,18,0,13,221,38
qGQbseYJ,0,19,0,8,177,15
l2LuBYfu,1,0,0,11,149,22
l2LuBYfu,1,1,0,5,218,34
l2LuBYfu,1,2,0,10,224,14
l2LuBYfu,1,3,0,12,179,26
l2LuBYfu,1,4,0,6,179,33
l2LuBYfu,1,5,0,9,224,55
l2LuBYfu,1,6,0,13,221,30
l2LuBYfu,1,7,0,7,224,15
l2LuBYfu,1,8,0,8,177,10
l2LuBYfu,1,9,0,14,89,43
l2LuBYfu,1,10,0,17,179,15
l2LuBYfu,1,11,0,15,224,13
l2LuBYfu,1,12,0,16,149,42
l2LuBYfu,1,13,0,0,149,50
l2LuBYfu,1,14,0,1,89,10
l2LuBYfu,1,15,0,4,120,57
l2LuBYfu,1,16,0,18,221,29
l2LuBYfu,1,17,0,19,89,25
l2LuBYfu,1,18,0,3,73,3
l2LuBYfu,1,19,0,2,219,55
zBfs3dS0,2,0,0,18,221,30
zBfs3dS0,2,1,0,19,89,54
zBfs3dS0,2,2,0,4,120,60
zBfs3dS0,2,3,0,3,73,12
zBfs3dS0,2,4,0,2,219,80
zBfs3dS0,2,5,0,17,179,10
zBfs3dS0,2,6,0,15,224,21
zBfs3dS0,2,7,0,16,149,60
zBfs3dS0,2,8,0,0,149,70
zBfs3dS0,2,9,0,1,89,30
zBfs3dS0,2,10,0,9,224,70
zBfs3dS0,2,11,0,8,177,9
zBfs3dS0,2,12,0,13,221,34
zBfs3dS0,2,13,0,7,224,40
zBfs3dS0,2,14,0,14,89,80
zBfs3dS0,2,15,0,11,149,69
zBfs3dS0,2,16,0,5,218,50
zBfs3dS0,2,17,0,10,224,67
zBfs3dS0,2,18,0,12,179,25
zBfs3dS0,2,19,0,6,179,30
YSKaaqQ7,3,0,0,12,179,10
YSKaaqQ7,3,1,0,10,224,50
YSKaaqQ7,3,2,0,11,149,67
YSKaaqQ7,3,3,0,6,179,21
YSKaaqQ7,3,4,0,5,218,75
YSKaaqQ7,3,5,0,13,221,35
YSKaaqQ7,3,6,0,9,224,83
YSKaaqQ7,3,7,0,7,224,80
YSKaaqQ7,3,8,0,8,177,15
YSKaaqQ7,3,9,0,14,89,67
YSKaaqQ7,3,10,0,16,149,70
YSKaaqQ7,3,11,0,17,179,20
YSKaaqQ7,3,12,0,1,89,10
YSKaaqQ7,3,13,0,0,149,75
YSKaaqQ7,3,14,0,15,224,63
YSKaaqQ7,3,15,0,18,221,10
YSKaaqQ7,3,16,0,19,89,56
YSKaaqQ7,3,17,0,3,73,10
YSKaaqQ7,3,18,0,4,120,50
YSKaaqQ7,3,19,0,2,219,75
FmRcObSV,1,0,0,4,120,31
FmRcObSV,1,1,0,19,89,11
FmRcObSV,1,2,0,18,221,51
FmRcObSV,1,3,0,2,219,59
FmRcObSV,1,4,0,3,73,21
FmRcObSV,1,5,0,0,149,35
FmRcObSV,1,6,0,15,224,41
FmRcObSV,1,7,0,16,149,23
FmRcObSV,1,8,0,17,179,31
FmRcObSV,1,9,0,1,89,36
FmRcObSV,1,10,0,9,224,31
FmRcObSV,1,11,0,7,224,27
FmRcObSV,1,12,0,13,221,55
FmRcObSV,1,13,0,14,89,31
FmRcObSV,1,14,0,8,177,35
FmRcObSV,1,15,0,6,179,32
FmRcObSV,1,16,0,5,218,47
FmRcObSV,1,17,0,10,224,32
FmRcObSV,1,18,0,11,149,25
FmRcObSV,1,19,0,12,179,22
1NemdBTo,2,0,0,2,219,61
1NemdBTo,2,1,0,4,120,54
1NemdBTo,2,2,0,3,73,21
1NemdBTo,2,3,0,18,221,90
1NemdBTo,2,4,0,19,89,37
1NemdBTo,2,5,0,11,149,60
1NemdBTo,2,6,0,5,218,71
1NemdBTo,2,7,0,6,179,79
1NemdBTo,2,8,0,10,224,84
1NemdBTo,2,9,0,12,179,65
1NemdBTo,2,10,0,13,221,59
1NemdBTo,2,11,0,14,89,45
1NemdBTo,2,12,0,7,224,71
1NemdBTo,2,13,0,9,224,26
1NemdBTo,2,14,0,8,177,16
1NemdBTo,2,15,0,0,149,56
1NemdBTo,2,16,0,15,224,73
1NemdBTo,2,17,0,1,89,84
1NemdBTo,2,18,0,17,179,54
1NemdBTo,2,19,0,16,149,70
PZiowX2w,2,0,0,5,218,40
PZiowX2w,2,1,0,11,149,66
PZiowX2w,2,2,0,10,224,58
PZiowX2w,2,3,0,6,179,44
PZiowX2w,2,4,0,12,179,60
PZiowX2w,2,5,0,8,177,10
PZiowX2w,2,6,0,14,89,55
PZiowX2w,2,7,0,13,221,29
PZiowX2w,2,8,0,7,224,40
PZiowX2w,2,9,0,9,224,52
PZiowX2w,2,10,0,16,149,63
PZiowX2w,2,11,0,1,89,27
PZiowX2w,2,12,0,15,224,16
PZiowX2w,2,13,0,17,179,20
PZiowX2w,2,14,0,0,149,59
PZiowX2w,2,15,0,2,219,70
PZiowX2w,2,16,0,19,89,55
PZiowX2w,2,17,0,4,120,58
PZiowX2w,2,18,0,3,73,12
PZiowX2w,2,19,0,18,221,20
cslvbIE6,2,0,0,17,179,23
cslvbIE6,2,1,0,0,149,50
cslvbIE6,2,2,0,15,224,83
cslvbIE6,2,3,0,16,149,61
cslvbIE6,2,4,0,1,89,23
cslvbIE6,2,5,0,8,177,10
cslvbIE6,2,6,0,7,224,23
cslvbIE6,2,7,0,14,89,40
cslvbIE6,2,8,0,9,224,73
cslvbIE6,2,9,0,13,221,50
cslvbIE6,2,10,0,10,224,80
cslvbIE6,2,11,0,6,179,10
cslvbIE6,2,12,0,5,218,53
cslvbIE6,2,13,0,12,179,60
cslvbIE6,2,14,0,11,149,63
cslvbIE6,2,15,0,4,120,71
cslvbIE6,2,16,0,2,219,81
cslvbIE6,2,17,0,19,89,41
cslvbIE6,2,18,0,3,73,8
cslvbIE6,2,19,0,18,221,53
33dpB69H,1,0,0,11,149,50
33dpB69H,1,1,0,5,218,32
33dpB69H,1,2,0,10,224,60
33dpB69H,1,3,0,12,179,30
33dpB69H,1,4,0,6,179,29
33dpB69H,1,5,0,13,221,60
33dpB69H,1,6,0,8,177,10
33dpB69H,1,7,0,9,224,50
33dpB69H,1,8,0,7,224,20
33dpB69H,1,9,0,14,89,50
33dpB69H,1,10,0,1,89,60
33dpB69H,1,11,0,17,179,30
33dpB69H,1,12,0,0,149,55
33dpB69H,1,13,0,15,224,70
33dpB69H,1,14,0,16,149,40
33dpB69H,1,15,0,2,219,65
33dpB69H,1,16,0,3,73,10
33dpB69H,1,17,0,4,120,55
33dpB69H,1,18,0,19,89,40
33dpB69H,1,19,0,18,221,50
P9wMmcET,0,0,0,4,120,41
P9wMmcET,0,1,0,19,89,33
P9wMmcET,0,2,0,3,73,14
P9wMmcET,0,3,0,18,221,42
P9wMmcET,0,4,0,2,219,65
P9wMmcET,0,5,0,0,149,53
P9wMmcET,0,6,0,17,179,29
P9wMmcET,0,7,0,15,224,72
P9wMmcET,0,8,0,16,149,41
P9wMmcET,0,9,0,1,89,32
P9wMmcET,0,10,0,14,89,35
P9wMmcET,0,11,0,7,224,57
P9wMmcET,0,12,0,13,221,33
P9wMmcET,0,13,0,8,177,24
P9wMmcET,0,14,0,9,224,55
P9wMmcET,0,15,0,5,218,48
P9wMmcET,0,16,0,11,149,41
P9wMmcET,0,17,0,12,179,40
P9wMmcET,0,18,0,10,224,65
P9wMmcET,0,19,0,6,179,1
NajVYcOi,3,0,0,9,224,50
NajVYcOi,3,1,0,7,224,30
NajVYcOi,3,2,0,8,177,40
NajVYcOi,3,3,0,14,89,50
NajVYcOi,3,4,0,13,221,70
NajVYcOi,3,5,0,15,224,55
NajVYcOi,3,6,0,0,149,40
NajVYcOi,3,7,0,16,149,40
NajVYcOi,3,8,0,1,89,60
NajVYcOi,3,9,0,17,179,55
NajVYcOi,3,10,0,3,73,0
NajVYcOi,3,11,0,2,219,65
NajVYcOi,3,12,0,19,89,50
NajVYcOi,3,13,0,4,120,555
NajVYcOi,3,14,0,18,221,50
NajVYcOi,3,15,0,6,179,52
NajVYcOi,3,16,0,11,149,60
NajVYcOi,3,17,0,10,224,70
NajVYcOi,3,18,0,12,179,55
NajVYcOi,3,19,0,5,218,60
